LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-03-08 19:07:53,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:53,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:53,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:54,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:54,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:54,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:55,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:55,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:55,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:56,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:57,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:58,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:59,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:07:59,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:01,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:03,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:03,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:03,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-39, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:04,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:07,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:07,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:07,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:07,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:07,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:08,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:08,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:09,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:09,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:10,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:10,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:11,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:11,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:11,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:11,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-30, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:12,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:13,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:14,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:14,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:14,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:14,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:17,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:17,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:18,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-37, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-38, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-40, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:19,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:20,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:20,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:20,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:21,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-36, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:22,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:23,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:24,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:24,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:24,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:24,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:25,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:25,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:25,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:26,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:26,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:27,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-32, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-34, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:28,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:29,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2026-03-08 19:08:29,1900-01-00 00:00:00,MyWifi,D4:01:C3:FA:9A:3D,-35, WPA2 ,0.000000,0.000000,0.000,0.000,AP
